# =============================================================================
# Suzume User Dictionary - Music (Album/Song Titles)
# =============================================================================
#
# Format: surface<TAB>pos
#
# =============================================================================

# --- music ---
King Gnu	NOUN
BUMP OF CHICKEN	NOUN
Mr.Children	NOUN
B'z	NOUN
L'Arc〜en〜Ciel	NOUN
X JAPAN	NOUN
LUNA SEA	NOUN
THE YELLOW MONKEY	NOUN
ONE OK ROCK	NOUN
SEKAI NO OWARI	NOUN
Mrs. GREEN APPLE	NOUN
Creepy Nuts	NOUN
BE:FIRST	NOUN
Da-iCE	NOUN
三代目J Soul Brothers	NOUN
THE RAMPAGE	NOUN
NUMBER GIRL	NOUN
ASIAN KUNG-FU GENERATION	NOUN
UNISON SQUARE GARDEN	NOUN
indigo la End	NOUN
Saucy Dog	NOUN
Awesome City Club	NOUN
THE ORAL CIGARETTES	NOUN
KANA-BOON	NOUN
ヤバイTシャツ屋さん	NOUN
ヤバT	NOUN
10-FEET	NOUN
HEY-SMITH	NOUN
Hi-STANDARD	NOUN
04 Limited Sazabys	NOUN
My Hair is Bad	NOUN
ずっと真夜中でいいのに。	NOUN
ももいろクローバーZ	NOUN
Hello! Project	NOUN
Juice=Juice	NOUN
GANG PARADE	NOUN
ATARASHII GAKKO!	NOUN
新しい学校のリーダーズ	NOUN
FES☆TIVE	NOUN
KinKi Kids	NOUN
KAT-TUN	NOUN
Hey! Say! JUMP	NOUN
Kis-My-Ft2	NOUN
Sexy Zone	NOUN
King & Prince	NOUN
Snow Man	NOUN
Travis Japan	NOUN
Stray Kids	NOUN
TOMORROW X TOGETHER	NOUN
THE BOYZ	NOUN
MONSTA X	NOUN
SUPER JUNIOR	NOUN
Red Velvet	NOUN
LE SSERAFIM	NOUN
(G)I-DLE	NOUN
OH MY GIRL	NOUN
今月の少女	NOUN
Synthesizer V	NOUN
Megurine Luka	NOUN
Hatsune Miku	NOUN
DECO*27	NOUN
みきとP	NOUN
cosMo@暴走P	NOUN
カゲロウプロジェクト	NOUN
ぽわぽわP	NOUN
Mitchie M	NOUN
sasakure.UK	NOUN
ささくれP	NOUN
オワタP	NOUN
After the Rain	NOUN
ひきこもりたちでもフェスがしたい!	NOUN
JAM Project	NOUN
きただにひろし	NOUN
ALI PROJECT	NOUN
I've	NOUN
TOM-H@CK	NOUN
命に嫌われている。	NOUN
アウトサイダー	NOUN
米津玄師	NOUN
あいみょん	NOUN
藤井風	NOUN
Ado	NOUN
星野源	NOUN
椎名林檎	NOUN
宇多田ヒカル	NOUN
浜崎あゆみ	NOUN
安室奈美恵	NOUN
倖田來未	NOUN
西野カナ	NOUN
福山雅治	NOUN
桑田佳祐	NOUN
中島みゆき	NOUN
松任谷由実	NOUN
竹内まりや	NOUN
山下達郎	NOUN
久保田利伸	NOUN
平井堅	NOUN
槇原敬之	NOUN
秦基博	NOUN
大塚愛	NOUN
LiSA	NOUN
MISIA	NOUN
Vaundy	NOUN
幾田りら	NOUN
imase	NOUN
tuki.	NOUN
小田和正	NOUN
玉置浩二	NOUN
徳永英明	NOUN
藤原さくら	NOUN
YOASOBI	NOUN
Official髭男dism	NOUN
ヒゲダン	NOUN
back number	NOUN
RADWIMPS	NOUN
スピッツ	NOUN
サザンオールスターズ	NOUN
いきものがかり	NOUN
GReeeeN	NOUN
ゆず	NOUN
コブクロ	NOUN
DREAMS COME TRUE	NOUN
Every Little Thing	NOUN
globe	NOUN
TRF	NOUN
m-flo	NOUN
EXILE	NOUN
DA PUMP	NOUN
Dragon Ash	NOUN
ゲスの極み乙女。	NOUN
MY FIRST STORY	NOUN
WANIMA	NOUN
sumika	NOUN
フレデリック	NOUN
キュウソネコカミ	NOUN
マカロニえんぴつ	NOUN
緑黄色社会	NOUN
Novelbright	NOUN
THE FIRST TAKE	NOUN
